category,scientific_name,common_names,conservation_status,park_name,observations
Mammal,Eptesicus fuscus,Big Brown Bat,Species of Concern,Bryce National Park,72
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,Yellowstone National Park,227
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,Bryce National Park,112
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,Great Smoky Mountains National Park,59
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,Yosemite National Park,130
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,Yosemite National Park,124
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,Great Smoky Mountains National Park,87
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,Yellowstone National Park,236
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,Bryce National Park,72
Mammal,Lasionycteris noctivagans,Silver-Haired Bat,Species of Concern,Yellowstone National Park,245
Mammal,Lasionycteris noctivagans,Silver-Haired Bat,Species of Concern,Yosemite National Park,108
Mammal,Lasionycteris noctivagans,Silver-Haired Bat,Species of Concern,Yellowstone National Park,205
Mammal,Lasionycteris noctivagans,Silver-Haired Bat,Species of Concern,Great Smoky Mountains National Park,46
Mammal,Lasionycteris noctivagans,Silver-Haired Bat,Species of Concern,Great Smoky Mountains National Park,29
Mammal,Lasionycteris noctivagans,Silver-Haired Bat,Species of Concern,Yosemite National Park,158
Mammal,Lasionycteris noctivagans,Silver-Haired Bat,Species of Concern,Bryce National Park,100
Mammal,Lasionycteris noctivagans,Silver-Haired Bat,Species of Concern,Bryce National Park,128
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,Yellowstone National Park,245
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,Yosemite National Park,108
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,Yellowstone National Park,205
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,Great Smoky Mountains National Park,46
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,Great Smoky Mountains National Park,29
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,Yosemite National Park,158
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,Bryce National Park,100
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,Bryce National Park,128
Mammal,Lasiurus borealis,"Eastern Red Bat, Red Bat",No Intervention,Yosemite National Park,134
Mammal,Lasiurus borealis,"Eastern Red Bat, Red Bat",No Intervention,Yellowstone National Park,296
Mammal,Lasiurus borealis,"Eastern Red Bat, Red Bat",No Intervention,Bryce National Park,121
Mammal,Lasiurus borealis,"Eastern Red Bat, Red Bat",No Intervention,Great Smoky Mountains National Park,127
Mammal,Lasiurus cinereus,Hoary Bat,No Intervention,Yosemite National Park,150
Mammal,Lasiurus cinereus,Hoary Bat,No Intervention,Great Smoky Mountains National Park,84
Mammal,Lasiurus cinereus,Hoary Bat,No Intervention,Yosemite National Park,115
Mammal,Lasiurus cinereus,Hoary Bat,No Intervention,Bryce National Park,67
Mammal,Lasiurus cinereus,Hoary Bat,No Intervention,Great Smoky Mountains National Park,60
Mammal,Lasiurus cinereus,Hoary Bat,No Intervention,Yellowstone National Park,252
Mammal,Lasiurus cinereus,Hoary Bat,No Intervention,Bryce National Park,120
Mammal,Lasiurus cinereus,Hoary Bat,No Intervention,Yellowstone National Park,241
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention,Yosemite National Park,150
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention,Great Smoky Mountains National Park,84
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention,Yosemite National Park,115
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention,Bryce National Park,67
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention,Great Smoky Mountains National Park,60
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention,Yellowstone National Park,252
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention,Bryce National Park,120
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention,Yellowstone National Park,241
Mammal,Myotis austroriparius,"Mississippi Myotis, Southeastern Myotis",Species of Concern,Yellowstone National Park,240
Mammal,Myotis austroriparius,"Mississippi Myotis, Southeastern Myotis",Species of Concern,Great Smoky Mountains National Park,60
Mammal,Myotis austroriparius,"Mississippi Myotis, Southeastern Myotis",Species of Concern,Bryce National Park,152
Mammal,Myotis austroriparius,"Mississippi Myotis, Southeastern Myotis",Species of Concern,Yosemite National Park,116
Mammal,Myotis grisescens,Gray Myotis,Endangered,Bryce National Park,27
Mammal,Myotis grisescens,Gray Myotis,Endangered,Yellowstone National Park,68
Mammal,Myotis grisescens,Gray Myotis,Endangered,Yosemite National Park,39
Mammal,Myotis grisescens,Gray Myotis,Endangered,Great Smoky Mountains National Park,26
Mammal,Myotis keenii,Keen's Myotis,Species of Concern,Bryce National Park,86
Mammal,Myotis keenii,Keen's Myotis,Species of Concern,Great Smoky Mountains National Park,29
Mammal,Myotis keenii,Keen's Myotis,Species of Concern,Yellowstone National Park,227
Mammal,Myotis keenii,Keen's Myotis,Species of Concern,Yosemite National Park,144
Mammal,Myotis leibii,"Eastern Small-Footed Bat, Eastern Small-Footed Myotis",Species of Concern,Yosemite National Park,132
Mammal,Myotis leibii,"Eastern Small-Footed Bat, Eastern Small-Footed Myotis",Species of Concern,Bryce National Park,84
Mammal,Myotis leibii,"Eastern Small-Footed Bat, Eastern Small-Footed Myotis",Species of Concern,Great Smoky Mountains National Park,49
Mammal,Myotis leibii,"Eastern Small-Footed Bat, Eastern Small-Footed Myotis",Species of Concern,Yellowstone National Park,233
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Great Smoky Mountains National Park,57
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Yellowstone National Park,239
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Great Smoky Mountains National Park,59
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Bryce National Park,103
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Yosemite National Park,124
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Bryce National Park,108
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Great Smoky Mountains National Park,58
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Yellowstone National Park,233
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Yosemite National Park,134
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Bryce National Park,87
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Yosemite National Park,138
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Species of Concern,Yellowstone National Park,207
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Great Smoky Mountains National Park,57
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Yellowstone National Park,239
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Great Smoky Mountains National Park,59
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Bryce National Park,103
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Yosemite National Park,124
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Bryce National Park,108
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Great Smoky Mountains National Park,58
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Yellowstone National Park,233
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Yosemite National Park,134
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Bryce National Park,87
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Yosemite National Park,138
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,Yellowstone National Park,207
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Great Smoky Mountains National Park,57
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Yellowstone National Park,239
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Great Smoky Mountains National Park,59
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Bryce National Park,103
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Yosemite National Park,124
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Bryce National Park,108
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Great Smoky Mountains National Park,58
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Yellowstone National Park,233
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Yosemite National Park,134
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Bryce National Park,87
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Yosemite National Park,138
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern,Yellowstone National Park,207
Mammal,Myotis septentrionalis,"Northern Long-Eared Bat, Northern Myotis",Threatened,Great Smoky Mountains National Park,34
Mammal,Myotis septentrionalis,"Northern Long-Eared Bat, Northern Myotis",Threatened,Yellowstone National Park,143
Mammal,Myotis septentrionalis,"Northern Long-Eared Bat, Northern Myotis",Threatened,Bryce National Park,52
Mammal,Myotis septentrionalis,"Northern Long-Eared Bat, Northern Myotis",Threatened,Yosemite National Park,73
Mammal,Myotis sodalis,"Indiana Bat, Indiana Or Social Myotis",Endangered,Yosemite National Park,36
Mammal,Myotis sodalis,"Indiana Bat, Indiana Or Social Myotis",Endangered,Great Smoky Mountains National Park,14
Mammal,Myotis sodalis,"Indiana Bat, Indiana Or Social Myotis",Endangered,Bryce National Park,27
Mammal,Myotis sodalis,"Indiana Bat, Indiana Or Social Myotis",Endangered,Yellowstone National Park,68
Mammal,Nycticeius humeralis,Evening Bat,No Intervention,Yellowstone National Park,219
Mammal,Nycticeius humeralis,Evening Bat,No Intervention,Bryce National Park,110
Mammal,Nycticeius humeralis,Evening Bat,No Intervention,Great Smoky Mountains National Park,84
Mammal,Nycticeius humeralis,Evening Bat,No Intervention,Yosemite National Park,149
Mammal,Pipistrellus subflavus,Eastern Pipistrelle,No Intervention,Great Smoky Mountains National Park,85
Mammal,Pipistrellus subflavus,Eastern Pipistrelle,No Intervention,Yellowstone National Park,262
Mammal,Pipistrellus subflavus,Eastern Pipistrelle,No Intervention,Bryce National Park,106
Mammal,Pipistrellus subflavus,Eastern Pipistrelle,No Intervention,Yosemite National Park,145
Mammal,Didelphis virginiana,"Virginia Opossum, Virginia Oppossum",No Intervention,Bryce National Park,105
Mammal,Didelphis virginiana,"Virginia Opossum, Virginia Oppossum",No Intervention,Yosemite National Park,139
Mammal,Didelphis virginiana,"Virginia Opossum, Virginia Oppossum",No Intervention,Great Smoky Mountains National Park,57
Mammal,Didelphis virginiana,"Virginia Opossum, Virginia Oppossum",No Intervention,Bryce National Park,103
Mammal,Didelphis virginiana,"Virginia Opossum, Virginia Oppossum",No Intervention,Yellowstone National Park,235
Mammal,Didelphis virginiana,"Virginia Opossum, Virginia Oppossum",No Intervention,Great Smoky Mountains National Park,117
Mammal,Didelphis virginiana,"Virginia Opossum, Virginia Oppossum",No Intervention,Yosemite National Park,151
Mammal,Didelphis virginiana,"Virginia Opossum, Virginia Oppossum",No Intervention,Yellowstone National Park,230
Mammal,Didelphis virginiana,Virginia Opossum,No Intervention,Bryce National Park,105
Mammal,Didelphis virginiana,Virginia Opossum,No Intervention,Yosemite National Park,139
Mammal,Didelphis virginiana,Virginia Opossum,No Intervention,Great Smoky Mountains National Park,57
Mammal,Didelphis virginiana,Virginia Opossum,No Intervention,Bryce National Park,103
Mammal,Didelphis virginiana,Virginia Opossum,No Intervention,Yellowstone National Park,235
Mammal,Didelphis virginiana,Virginia Opossum,No Intervention,Great Smoky Mountains National Park,117
Mammal,Didelphis virginiana,Virginia Opossum,No Intervention,Yosemite National Park,151
Mammal,Didelphis virginiana,Virginia Opossum,No Intervention,Yellowstone National Park,230
Mammal,Lepus americanus,Snowshoe Hare,No Intervention,Yosemite National Park,137
Mammal,Lepus americanus,Snowshoe Hare,No Intervention,Bryce National Park,108
Mammal,Lepus americanus,Snowshoe Hare,No Intervention,Yellowstone National Park,278
Mammal,Lepus americanus,Snowshoe Hare,No Intervention,Great Smoky Mountains National Park,62
Mammal,Sylvilagus floridanus,Eastern Cottontail,No Intervention,Yosemite National Park,164
Mammal,Sylvilagus floridanus,Eastern Cottontail,No Intervention,Yellowstone National Park,271
Mammal,Sylvilagus floridanus,Eastern Cottontail,No Intervention,Great Smoky Mountains National Park,57
Mammal,Sylvilagus floridanus,Eastern Cottontail,No Intervention,Bryce National Park,114
Mammal,Sylvilagus obscurus,Appalachian Cottontail,No Intervention,Yellowstone National Park,248
Mammal,Sylvilagus obscurus,Appalachian Cottontail,No Intervention,Bryce National Park,82
Mammal,Sylvilagus obscurus,Appalachian Cottontail,No Intervention,Yosemite National Park,113
Mammal,Sylvilagus obscurus,Appalachian Cottontail,No Intervention,Great Smoky Mountains National Park,79
Mammal,Sylvilagus transitionalis,New England Cottontail,No Intervention,Bryce National Park,107
Mammal,Sylvilagus transitionalis,New England Cottontail,No Intervention,Great Smoky Mountains National Park,88
Mammal,Sylvilagus transitionalis,New England Cottontail,No Intervention,Yellowstone National Park,206
Mammal,Sylvilagus transitionalis,New England Cottontail,No Intervention,Yosemite National Park,182
Mammal,Equus caballus,"Feral Horse, Horse",No Intervention,Great Smoky Mountains National Park,61
Mammal,Equus caballus,"Feral Horse, Horse",No Intervention,Yellowstone National Park,219
Mammal,Equus caballus,"Feral Horse, Horse",No Intervention,Yosemite National Park,155
Mammal,Equus caballus,"Feral Horse, Horse",No Intervention,Bryce National Park,75
Mammal,Homo sapiens,"Human, Humans, Man",No Intervention,Yellowstone National Park,276
Mammal,Homo sapiens,"Human, Humans, Man",No Intervention,Bryce National Park,102
Mammal,Homo sapiens,"Human, Humans, Man",No Intervention,Yosemite National Park,138
Mammal,Homo sapiens,"Human, Humans, Man",No Intervention,Great Smoky Mountains National Park,80
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Great Smoky Mountains National Park,95
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Great Smoky Mountains National Park,62
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Yellowstone National Park,183
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Bryce National Park,70
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Yellowstone National Park,256
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Yosemite National Park,149
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Yellowstone National Park,264
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Bryce National Park,105
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Yosemite National Park,191
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Bryce National Park,103
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Great Smoky Mountains National Park,86
Mammal,Castor canadensis,"American Beaver, Beaver",No Intervention,Yosemite National Park,161
Mammal,Castor canadensis,American Beaver,No Intervention,Great Smoky Mountains National Park,95
Mammal,Castor canadensis,American Beaver,No Intervention,Great Smoky Mountains National Park,62
