category,scientific_name,common_names,conservation_status
Amphibian,Desmognathus santeetlah,"Santeetlah Dusky Salamander, Santleetlah Dusky Salamander, Yellow Dusky Salamander",No Intervention
Amphibian,Desmognathus wrighti,Pigmy Salamander,Species of Concern
Amphibian,Eurycea,Brook Salamanders,No Intervention
Amphibian,Eurycea bislineata,"Northern Two-Lined Salamander, Two-Lined Salamander",No Intervention
Amphibian,Eurycea cirrigera,Southern Two-Lined Salamander,No Intervention
Amphibian,Eurycea guttolineata,Three-Lined Salamander,No Intervention
Amphibian,Eurycea junaluska,Junaluska Salamander,No Intervention
Amphibian,Eurycea longicauda longicauda,Longtail Salamander,No Intervention
Amphibian,Eurycea lucifuga,Cave Salamander,No Intervention
Amphibian,Eurycea wilderae,Blue Ridge Two-Lined Salamander,No Intervention
Amphibian,Gyrinophilus porphyriticus,Spring Salamander,No Intervention
Amphibian,Hemidactylium scutatum,Four-Toed Salamander,No Intervention
Amphibian,Plethodon,Woodland Salamanders,No Intervention
Amphibian,Plethodon aureolus,Tellico Salamander,No Intervention
Amphibian,Plethodon cinereus,"Eastern Red-Backed Salamander, Redback Salamander",No Intervention
Amphibian,Plethodon dorsalis,Northern Zigzag Salamander,No Intervention
Amphibian,Plethodon glutinosus,Snorthern Slimy Salamander,No Intervention
Amphibian,Plethodon jordani,"Appalachian Salamander, Jordan's Salamander",No Intervention
Amphibian,Plethodon metcalfi,Southern Gray-Cheeked Salamander,No Intervention
Amphibian,Plethodon oconaluftee,Southern Appalachian Salamander,No Intervention
Amphibian,Plethodon serratus,Southern Red-Backed Salamander,No Intervention
Amphibian,Plethodon ventralis,Southern Zigzag Salamander,No Intervention
Amphibian,Plethodon websteri,Webster's Salamander,No Intervention
Amphibian,Pseudotriton,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",No Intervention
Amphibian,Pseudotriton montanus,Mud Salamander,No Intervention
Amphibian,Pseudotriton montanus diastictus,Midland Mud Salamander,No Intervention
Amphibian,Pseudotriton montanus montanus,Eastern Mud Salamander,No Intervention
Amphibian,Pseudotriton ruber nitidus,Blue Ridge Red Salamander,No Intervention
Amphibian,Pseudotriton ruber ruber,Northern Red Salamander,No Intervention
Amphibian,Pseudotriton ruber schencki,Blackchin Red Salamander,No Intervention
Amphibian,Necturus maculosus maculosus,Mudpuppy,No Intervention
Amphibian,Notophthalmus viridescens viridescens,Eastern Red-Spotted Newt,No Intervention
Fish,Labidesthes sicculus,Brook Silverside,No Intervention
Fish,Dorosoma cepedianum,Gizzard Shad,No Intervention
Fish,Catostomus commersoni,White Sucker,No Intervention
Fish,Hypentelium nigricans,Northern Hog Sucker,No Intervention
Fish,Moxostoma carinatum,River Redhorse,No Intervention
Fish,Moxostoma duquesnei,Black Redhorse,No Intervention
Fish,Moxostoma erythrurum,Golden Redhorse,No Intervention
Fish,Moxostoma macrolepidotum,Shorthead Redhorse,No Intervention
Fish,Campostoma anomalum,Central Stoneroller,No Intervention
Fish,Campostoma oligolepis,Largescale Stoneroller,No Intervention
Fish,Carassius auratus,Goldfish,No Intervention
Fish,Clinostomus funduloides,Rosyside Dace,No Intervention
Fish,Clinostomus sp. 1,Smoky Dace,No Intervention
Fish,Cyprinella galactura,Whitetail Shiner,No Intervention
Fish,Cyprinella galacturus,Whitetail Shiner,No Intervention
Fish,Cyprinella spiloptera,Spotfin Shiner,No Intervention
Fish,Cyprinella spilopterus,Spotfin Shiner,No Intervention
Fish,Cyprinella venusta,Blacktail Shiner,No Intervention
Fish,Cyprinella venustus,Blacktail Shiner,No Intervention
Fish,Cyprinus carpio,Common Carp,No Intervention
Fish,Erimonax monachus,Spotfin Chub,Threatened
Fish,Hemitremia flammea,Flame Chub,Species of Concern
Fish,Hybopsis amblops,Bigeye Chub,No Intervention
Fish,Luxilus chrysocephalus,Striped Shiner,No Intervention
Fish,Luxilus coccogenis,Warpaint Shiner,No Intervention
Fish,Luxilus cornutus,Common Shiner,No Intervention
Fish,Lythrurus lirus,Mountain Shiner,No Intervention
Fish,Nocomis micropogon,River Chub,No Intervention
Fish,Notropis atherinoides,Emerald Shiner,No Intervention
Fish,Notropis baileyi,Rough Shiner,No Intervention
Fish,Notropis leuciodus,Tennessee Shiner,No Intervention
Fish,Notropis photogenis,Silver Shiner,No Intervention
Fish,Notropis rubellus,Rosyface Shiner,No Intervention
Fish,Notropis rubricroceus,Saffron Shiner,No Intervention
Fish,Notropis spectrunculus,Mirror Shiner,No Intervention
Fish,Notropis telescopus,Telescope Shiner,No Intervention
Fish,Notropis volucellus,Mimic Shiner,No Intervention
Fish,Phenacobius catostomus,Riffle Minnow,No Intervention
Fish,Phenacobius crassilabrum,Fatlips Minnow,No Intervention
Fish,Phenacobius uranops,Stargazing Minnow,No Intervention
Fish,Phoxinus oreas,Mountain Redbelly Dace,No Intervention
Fish,Phoxinus tennesseensis,Tennessee Dace,No Intervention
Fish,Rhinichthys cataractae,Longnose Dace,No Intervention
Fish,Rhinichthys obtusus,Western Blacknose Dace,No Intervention
Fish,Semotilus atromaculatus,Creek Chub,No Intervention
Fish,Fundulus catenatus,Northern Studfish,No Intervention
Fish,Gambusia affinis,"Mosquitofish, Western Mosquitofish",No Intervention
Fish,Gambusia holbrooki,Eastern Mosquitofish,No Intervention
Fish,Esox masquinongy,Muskellunge,No Intervention
Fish,Ambloplites rupestris,Rock Bass,No Intervention
Fish,Lepomis auritus,Redbreast Sunfish,No Intervention
Fish,Lepomis cyanellus,Green Sunfish,No Intervention
Fish,Lepomis gibbosus,Pumpkinseed,No Intervention
Fish,Lepomis gulosus,Warmouth,No Intervention
Fish,Lepomis humilis,Orangespotted Sunfish,No Intervention
Fish,Lepomis macrochirus,Bluegill,No Intervention
Fish,Lepomis megalotis,Longear Sunfish,No Intervention
Fish,Lepomis microlophus,Redear Sunfish,No Intervention
Fish,Micropterus dolomieu,Smallmouth Bass,No Intervention
Fish,Micropterus punctulatus,Spotted Bass,No Intervention
Fish,Micropterus salmoides,Largemouth Bass,No Intervention
Fish,Pomoxis nigromaculatus,Black Crappie,No Intervention
Fish,Morone chrysops,White Bass,No Intervention
Fish,Etheostoma blennioides,Greenside Darter,No Intervention
Fish,Etheostoma camurum,Bluebreast Darter,No Intervention
Fish,Etheostoma chlorobranchium,Greenfin Darter,No Intervention
Fish,Etheostoma flabellare,Fantail Darter,No Intervention
Fish,Etheostoma gutselli,Tuckasegee Darter,No Intervention
Fish,Etheostoma jessiae,Blueside Darter,No Intervention
Fish,Etheostoma maculatum,Spotted Darter,No Intervention
Fish,Etheostoma percnurum,Duskytail Darter,Endangered
Fish,Etheostoma rufilineatum,Redline Darter,No Intervention
Fish,Etheostoma sanguifluum,"Bloodfin Darter, Spotted Darter",No Intervention
Fish,Etheostoma simoterum,"Snubnose Darter, Tennessee Snubnose Darter",No Intervention
Fish,Etheostoma stigmaeum,Speckled Darter,No Intervention
Fish,Etheostoma swannanoa,Swannanoa Darter,No Intervention
Fish,Etheostoma vulneratum,Wounded Darter,No Intervention
Fish,Etheostoma zonale,Banded Darter,No Intervention
Fish,Perca flavescens,Yellow Perch,No Intervention
Fish,Percina aurantiaca,Tangerine Darter,No Intervention
Fish,Percina burtoni,Blotchside Darter,Species of Concern
Fish,Percina caprodes,Logperch,No Intervention
Fish,Percina evides,Gilt Darter,No Intervention
Fish,Percina squamata,Olive Darter,Species of Concern
Fish,Stizostedion canadense,Sauger,No Intervention
Fish,Stizostedion vitreum,Walleye,No Intervention
Fish,Aplodinotus grunniens,Freshwater Drum,No Intervention
Fish,Ichthyomyzon castaneus,Chestnut Lamprey,No Intervention
Fish,Ichthyomyzon greeleyi,Mountain Brook Lamprey,No Intervention
Fish,Lampetra appendix,American Brook Lamprey,No Intervention
Fish,Oncorhynchus mykiss,Rainbow Trout,No Intervention
Fish,Salmo trutta,Brown Trout,No Intervention
Fish,Salvelinus fontinalis,Brook Trout,No Intervention
Fish,Cottus bairdi,Mottled Sculpin,No Intervention
Fish,Cottus carolinae,Banded Sculpin,No Intervention
Fish,Lepisosteus osseus,Longnose Gar,No Intervention
Fish,Ameiurus melas,Black Bullhead,No Intervention
Fish,Ameiurus natalis,Yellow Bullhead,No Intervention
Fish,Ictalurus furcatus,Blue Catfish,No Intervention
Fish,Ictalurus punctatus,Channel Catfish,No Intervention
Fish,Noturus baileyi,Smoky Madtom,Endangered
Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened
Fish,Noturus flavus,Stonecat,No Intervention
Fish,Pylodictis olivaris,Flathead Catfish,No Intervention
Vascular Plant,Acorus calamus,Sweetflag,No Intervention
Vascular Plant,Alisma subcordatum,Water-Plantain,No Intervention
Vascular Plant,Sagittaria australis,Longbeak Arrowhead,No Intervention
Vascular Plant,Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,No Intervention
Vascular Plant,Arisaema dracontium,Green Dragon,No Intervention
Vascular Plant,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,No Intervention
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,No Intervention
Vascular Plant,Lemna minuta,Least Duckweed,No Intervention
Vascular Plant,Lemna valdiviana,"Duckweed, Pale Duckweed",No Intervention
Vascular Plant,Peltandra virginica,"Arrow Arum, Green Arrow-Arum",No Intervention
Vascular Plant,Wolffia brasiliensis,Brazilian Watermeal,No Intervention
Vascular Plant,Elodea nuttallii,Western Waterweed,No Intervention
Vascular Plant,Najas guadalupensis,Southern Waternymph,No Intervention
Vascular Plant,Najas minor,Brittle Waternymph,No Intervention
Vascular Plant,Potamogeton amplifolius,"Broad-Leaved Pondweed, Large-Leaf Pondweed",No Intervention
Vascular Plant,Potamogeton diversifolius,Waterthread Pondweed,No Intervention
Vascular Plant,Potamogeton epihydrus,"Nuttall Pondweed, Ribbonleaf Pondweed",No Intervention
Vascular Plant,Potamogeton nodosus,Longleaf Pondweed,No Intervention
Vascular Plant,Potamogeton pulcher,Spotted Pondweed,No Intervention
Vascular Plant,Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
Vascular Plant,Aegopodium podagraria,"Bishops Goutweed, Old Man's Beard",No Intervention
Vascular Plant,Ammoselinum butleri,Butler's Sandparsley,No Intervention
Vascular Plant,Angelica atropurpurea,Purplestem Angelica,No Intervention
Vascular Plant,Angelica triquinata,Filmy Angelica,No Intervention
Vascular Plant,Angelica venenosa,Hairy Angelica,No Intervention
Vascular Plant,Bupleurum rotundifolium,Hare's Ear,No Intervention
Vascular Plant,Carum carvi,Caraway,No Intervention
Vascular Plant,Chaerophyllum procumbens,Spreading Chervil,No Intervention
Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,No Intervention
Vascular Plant,Cicuta maculata,"Spotted Cowbane, Spotted Water-Hemlock",No Intervention
Vascular Plant,Conium maculatum,Poison Hemlock,No Intervention
Vascular Plant,Cryptotaenia canadensis,"Canada Honewort, Honewort",No Intervention
Vascular Plant,Daucus carota,"Queen Anne's Lace, Wild Carrot",No Intervention
Vascular Plant,Erigenia bulbosa,Harbinger Of Spring,No Intervention
Vascular Plant,Eryngium integrifolium,Blueflower Eryngo,No Intervention
Vascular Plant,Eryngium prostratum,"Prostrate Eryngo, Rattlesnake-Master",No Intervention
Vascular Plant,Eryngium yuccifolium,Rattlesnake-Master,No Intervention
Vascular Plant,Foeniculum vulgare,Sweet Fennel,No Intervention
Vascular Plant,Heracleum lanatum,Masterwort,No Intervention
Vascular Plant,Heracleum maximum,Common Cowparsnip,No Intervention
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",No Intervention
Vascular Plant,Osmorhiza claytonii,"Hairy Sweet-Cicely, Sweet Cicely",No Intervention
Vascular Plant,Osmorhiza longistylis,"Long-Styled Anise-Root, Smoother Sweet-Cicely",No Intervention
Vascular Plant,Oxypolis rigidior,Stiff Cowbane,No Intervention
Vascular Plant,Pastinaca sativa,"Parsnip, Wild Parsnip",No Intervention
Vascular Plant,Sanicula canadensis,"Canada Black Snakeroot, Short-Styled Sanicle",No Intervention
Vascular Plant,Sanicula marilandica,"Black Snakeroot, Black Snake-Root",No Intervention
Vascular Plant,Sanicula odorata,"Sanicle, Black Snakeroot",No Intervention
Vascular Plant,Sanicula smallii,"Mall's Black Snakeroot, Small's Sanicle",No Intervention
Vascular Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",No Intervention
Vascular Plant,Taenidia integerrima,"Yellow Pimpernel, Yellow Pimpernell",No Intervention
Vascular Plant,Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",No Intervention
Vascular Plant,Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",No Intervention
Vascular Plant,Thaspium trifoliatum,Purple Meadowparsnip,No Intervention
Vascular Plant,Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",No Intervention
Vascular Plant,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,No Intervention
Vascular Plant,Torilis arvensis,Spreading Hedgeparsley,No Intervention
Vascular Plant,Torilis japonica,"Erect Hedge-Parsley, Hedge-Parsley",No Intervention
Vascular Plant,Zizia aptera,Golden Alexanders,No Intervention
Vascular Plant,Zizia aurea,Golden Zizia,No Intervention
Vascular Plant,Zizia trifoliata,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern
Vascular Plant,Aralia nudicaulis,Wild Sarsaparilla,No Intervention
Vascular Plant,Aralia racemosa,"American Spikenard, Wild Spikenard",No Intervention
Vascular Plant,Aralia spinosa,"Devil's Walking Stick, Hercules Club",No Intervention
Vascular Plant,Hedera helix,English Ivy,No Intervention
Vascular Plant,Hydrocotyle americana,"American Water-Pennywort, Water-Pennywort",No Intervention
Vascular Plant,Hydrocotyle sibthorpioides,"Lawn Penny-Wort, Lawn Water-Penny-Wort",No Intervention
Vascular Plant,Panax quinquefolius,Ginseng,No Intervention
Vascular Plant,Panax trifolius,Dwarf Ginseng,No Intervention
Vascular Plant,Ilex ambigua,Beadle's Holly,No Intervention
Vascular Plant,Ilex collina,"Appalachian Holly, Long-Stalked Holly",No Intervention
Vascular Plant,Ilex montana,Mountain Holly,No Intervention
Vascular Plant,Ilex opaca,American Holly,No Intervention
Vascular Plant,Ilex verticillata,"Black Holly, Winterberry",No Intervention
Vascular Plant,Allium ampeloprasum,"Garlic, Wild Leek",No Intervention
Vascular Plant,Allium burdickii,"White-Stemmed Ramps, Leeks",No Intervention
Vascular Plant,Allium canadense,"Meadow Onion, Wild Garlic",No Intervention
Vascular Plant,Allium cernuum var. cernuum,Nodding Onion,No Intervention
Vascular Plant,Allium tricoccum,"Ramps, Wild Leeks, Small White Leek",No Intervention
Vascular Plant,Allium vineale,Field Garlic,No Intervention
Vascular Plant,Hymenocallis caroliniana,Carolina Spiderlily,No Intervention
Vascular Plant,Lycoris radiata,Magic Lily,No Intervention
Vascular Plant,Narcissus poeticus,Poet's Narcissus,No Intervention
Vascular Plant,Narcissus pseudonarcissus,"Commom Daffodil, Daffodil",No Intervention
Vascular Plant,Nothoscordum bivalve,Crowpoison,No Intervention
Vascular Plant,Asparagus officinalis,"Garden Asparagus-Fern, Wild Asparagus",No Intervention
Vascular Plant,Convallaria majalis,"European Lily-Of-The-Valley, Lily-Of-The-Valley",No Intervention
Vascular Plant,Convallaria majuscula,Convallaria,No Intervention
Vascular Plant,Convallaria montana,"American Lily-Of-The-Valley, Wild Lily-Of-The-Valley",No Intervention
Vascular Plant,Hosta lancifolia,Hosta,No Intervention
Vascular Plant,Liriope spicatum,Liriope,No Intervention
Vascular Plant,Maianthemum canadense,Canada Mayflower,No Intervention
Vascular Plant,Maianthemum racemosum ssp. racemosum,Feather Solomon's Seal,No Intervention
Vascular Plant,Manfreda virginica,False Aloe,No Intervention
Vascular Plant,Muscari botryoides,"Common Grape-Hyacinth, Grape Hyacinth",No Intervention
Vascular Plant,Muscari comosum,Tassel Grapehyacinth,No Intervention
Vascular Plant,Polygonatum biflorum,"Common Solomon's-Seal, King Solomon's Seal",No Intervention
Vascular Plant,Polygonatum biflorum var. biflorum,"King Solomon's Seal, Smooth Solomon's Seal",No Intervention
Vascular Plant,Polygonatum biflorum var. commutatum,Great Solomon's Seal,No Intervention
Vascular Plant,Polygonatum pubescens,"Downy Solomon's-Seal, Hairy Solomon's Seal",No Intervention
Vascular Plant,Yucca filamentosa,Adam's-Needle,No Intervention
Vascular Plant,Hypoxis hirsuta,"Eastern Yellow Star Grass, Yellow Star Grass",No Intervention
Vascular Plant,Belamcanda chinensis,Blackberry Lily,No Intervention
Vascular Plant,Gladiolus X gandavensis,Gladiolus,No Intervention
Vascular Plant,Iris cristata,Crested Dwarf Iris,No Intervention
Vascular Plant,Iris laevigata,Garden Iris,No Intervention
Vascular Plant,Iris pseudacorus,Yellow European Iris,No Intervention
Vascular Plant,Iris verna var. smalliana,Dwarf Violet Iris,No Intervention
Vascular Plant,Iris virginica var. shrevei,"Blue Flag, Southern Blueflag",No Intervention
Vascular Plant,Sisyrinchium albidum,White Blueeyed Grass,No Intervention
Vascular Plant,Sisyrinchium angustifolium,"Blue-Eyed Grass, Pointed Blue-Eyed-Grass",No Intervention
Vascular Plant,Sisyrinchium atlanticum,"Atlantic Blue-Eyed Grass, Eastern Blue-Eyed-Grass",No Intervention
Vascular Plant,Sisyrinchium mucronatum,"Blue-Eyed Grass, Michaux Blue-Eyed-Grass",No Intervention
Vascular Plant,Aplectrum hyemale,"Adam-And-Eve Orchid, Puttyroot",No Intervention
Vascular Plant,Calopogon tuberosus var. tuberosus,Tuberous Grasspink,No Intervention
Vascular Plant,Cleistes bifaria,Cleistes,No Intervention
Vascular Plant,Cleistes divaricata,Spreading Pogonia,No Intervention
Vascular Plant,Coeloglossum viride var. virescens,"Longbract Frog Orchid, Long-Bract Green Orchis",No Intervention
Vascular Plant,Corallorhiza maculata,"Spotted Coralroot, Summer Coralroot",No Intervention
Vascular Plant,Corallorhiza odontorhiza,Autumn Coral-Root,No Intervention
Vascular Plant,Corallorhiza wisteriana,"Coral Root, Spring Coralroot",No Intervention
Vascular Plant,Corallorrhiza maculata,"Spotted Coralroot, Summer Coralroot",No Intervention
Vascular Plant,Corallorrhiza odontorhiza,Autumn Coral-Root,No Intervention
Vascular Plant,Corallorrhiza wisteriana,Spring Coralroot,No Intervention
Vascular Plant,Cypripedium acaule,"Pink Lady's Slipper, Pink Lady's-Slipper",No Intervention
Vascular Plant,Cypripedium parviflorum var. pubescens,Greater Yellow Lady's Slipper,No Intervention
